File Name,Freq_1 (Hz),Freq_2 (Hz),Freq_3 (Hz),Freq_4 (Hz),Freq_5 (Hz),Freq_6 (Hz),Freq_7 (Hz),Freq_8 (Hz),Freq_9 (Hz),Freq_10 (Hz),Freq_11 (Hz),Freq_12 (Hz),Time (s)
rand_0895.stp,72640.17,72646.7,92182.2,180332.1,205035.1,205672.6,222982.3,223136.1,375775.8,376956.0,413997.4,430155.6,9.28
rand_0896.stp,77603.42,77661.57,101445.3,193590.6,210602.2,210901.3,240861.4,240976.3,404675.3,404891.3,426659.6,438258.2,10.76
rand_0897.stp,27886.78,27895.71,38660.72,57227.3,57295.51,66524.57,81647.18,81672.03,111965.5,115830.1,116036.2,117328.1,9.68
rand_0898.stp,22672.59,22698.19,31324.69,40500.33,40553.46,52293.44,64677.63,64708.97,77553.11,84499.18,86551.67,86831.78,11.33
rand_0899.stp,45107.88,45144.7,59760.96,108830.6,109432.5,109536.5,134056.8,134180.0,219188.7,220299.9,220370.8,222497.1,15.53
rand_0900.stp,58537.21,58558.23,78596.72,136964.4,137022.1,139694.8,171817.0,171854.2,272432.9,276241.9,276272.1,279467.7,9.05
rand_0901.stp,52106.86,52740.35,70434.75,130556.1,135893.3,136018.2,161382.5,161847.4,270868.4,270917.5,270965.5,272804.1,11.47
rand_0902.stp,50908.9,50965.0,66938.83,125829.0,134650.3,135510.7,154979.3,155037.1,258750.4,259324.1,266996.9,274356.8,9.92
rand_0903.stp,22787.51,22805.59,31510.35,40520.86,40564.03,52083.55,64389.34,64597.55,77699.15,84173.3,86155.29,86405.82,17.79
rand_0904.stp,25521.03,25526.78,35938.45,47713.23,47731.93,60286.23,73914.91,73943.27,90618.57,96971.82,97082.35,98379.41,22.61
rand_0905.stp,36753.26,36788.82,50421.61,90204.8,92293.39,92470.59,110522.9,110570.0,177469.8,178962.7,179128.7,181510.9,11.74
rand_0906.stp,17056.06,17061.05,23608.47,33386.77,33404.83,39627.69,49242.67,49252.2,65048.82,69038.02,69628.43,69675.57,26.61
rand_0907.stp,60917.89,61006.3,81443.13,136240.3,136399.6,142729.4,175552.8,175593.9,273461.7,277222.4,277252.1,278469.2,11.11
rand_0908.stp,63221.67,63280.32,82262.18,155159.3,172628.7,172877.4,189819.0,189929.0,313024.8,313051.4,335838.2,351482.2,10.79
rand_0909.stp,65903.55,65938.74,87258.54,160875.8,174604.2,174804.7,196719.2,196770.7,322473.8,322519.4,336472.1,349204.3,17.06
rand_0910.stp,23597.65,23612.03,32789.54,47705.54,47757.2,56586.81,69641.0,69694.2,92262.41,97367.0,97917.99,99231.82,12.03
rand_0911.stp,28955.38,28962.4,40073.3,56678.09,56816.04,68096.46,83866.77,83901.71,111064.2,117431.7,117706.5,118465.1,13.25
rand_0912.stp,58279.73,58344.58,75665.56,147280.1,172207.5,172243.0,180063.9,180102.8,305930.3,305973.2,331222.6,343538.4,16.20
rand_0913.stp,28627.67,28646.14,40045.41,56917.13,56975.06,68075.77,83511.66,83567.02,110280.7,114799.9,114945.4,117344.8,21.75
rand_0914.stp,25774.23,25789.23,35601.2,47653.44,47696.54,59563.44,73256.78,73291.59,91877.92,99474.81,99723.32,99793.81,14.34
rand_0915.stp,57478.47,57585.71,74240.91,145988.6,171281.2,171347.7,179315.5,179412.4,305635.6,305647.8,334214.9,346587.2,11.80
rand_0916.stp,51262.22,51272.47,66819.43,125256.5,133495.0,133680.1,154235.0,154299.6,255601.7,255660.4,266407.8,276250.3,11.77
rand_0917.stp,36878.57,36916.42,49321.59,88503.97,90718.95,90775.52,108149.1,108199.2,174995.2,175057.4,175448.9,181553.4,10.25
rand_0918.stp,23896.86,23907.99,32835.86,46842.24,46946.14,56210.59,69594.16,69651.7,91399.73,98424.5,98493.17,98760.65,26.15
rand_0919.stp,71622.68,71641.89,91074.51,190230.3,226008.8,227342.0,254387.4,254658.9,412312.9,414068.0,454587.8,484642.0,13.07
rand_0920.stp,23841.31,23865.54,32835.17,47585.2,47656.6,56243.55,69336.39,69363.41,92666.35,98344.41,98522.59,98834.9,16.01
rand_0921.stp,29864.68,29881.61,40721.24,69935.6,70012.93,72239.79,88774.68,88838.52,138147.5,139186.2,139265.2,139784.7,12.13
rand_0922.stp,26802.2,26814.92,37202.17,47580.07,47597.46,61654.74,75841.62,75861.17,91604.34,99167.7,100422.5,100554.0,9.79
rand_0923.stp,29551.42,29746.73,40340.12,69415.74,69843.05,72551.99,88612.95,89791.58,138891.6,139589.4,139689.0,139838.7,18.56
rand_0924.stp,58999.62,59076.64,78095.39,135697.9,135884.9,138278.2,169390.6,169468.9,268555.6,268598.0,269278.5,277186.2,8.90
rand_0925.stp,35750.9,35779.41,47880.49,86977.52,90742.23,90816.65,106495.3,106515.7,174510.6,174517.7,175624.3,180724.0,14.20
rand_0926.stp,73294.7,73338.12,92821.29,192169.7,228368.3,228857.0,253139.2,253546.4,412510.1,412634.4,454615.8,487143.8,11.92
rand_0927.stp,53225.56,53563.99,70066.25,129145.5,135586.2,135756.7,158679.7,158756.5,261170.9,261221.7,266256.4,275296.6,10.10
rand_0928.stp,21605.87,21619.05,29928.53,40968.65,41029.79,50506.65,62318.44,62346.6,78579.77,85158.25,85340.39,85422.19,17.12
rand_0929.stp,62954.79,63051.97,82509.61,156170.7,173064.5,173116.8,192487.2,192577.2,319208.3,319272.4,341146.0,353902.0,8.39
rand_0930.stp,24706.89,24722.43,34378.15,47624.03,47637.08,58070.01,71465.58,71489.05,91603.46,97518.51,97617.59,98907.69,23.26
rand_0931.stp,60248.13,60280.55,77718.47,149044.2,169924.7,170125.9,182591.7,182628.7,304427.1,304475.6,331439.2,347773.6,15.68
rand_0932.stp,64263.91,64347.58,83359.83,156175.2,172580.2,172719.8,190574.5,190612.5,311723.8,311760.1,335090.3,353295.7,10.16
rand_0933.stp,75854.94,77763.0,99001.64,190207.4,208139.0,210913.1,235878.8,240098.3,330966.5,402679.4,423686.7,432954.3,14.24
rand_0934.stp,36622.46,36663.72,49164.4,88800.79,90418.43,90488.28,109138.0,109188.2,177760.9,177793.9,177966.6,182476.2,13.22
rand_0935.stp,49496.34,49527.23,66883.81,110444.3,110501.7,117870.1,145598.9,146417.7,221956.8,224399.9,227945.5,228121.9,16.17
rand_0936.stp,40459.35,40479.82,54846.0,92325.03,92397.39,95098.68,116030.8,116038.1,178119.9,183305.1,183339.2,184529.0,8.90
rand_0937.stp,22563.07,22677.47,31619.86,40520.43,40677.23,52944.23,65153.44,65268.2,76690.1,83450.48,84583.8,84655.14,25.24
rand_0938.stp,35877.75,35902.29,47563.71,86699.43,90110.97,90354.46,106014.2,106102.1,172710.0,172849.8,175784.2,182459.5,9.84
rand_0939.stp,24390.46,24404.71,33611.67,47400.01,47439.9,57322.7,70739.2,70764.94,92283.62,98714.56,99022.21,99513.7,14.76
rand_0940.stp,28377.71,28378.88,39250.11,56407.65,56536.23,66979.55,82521.7,82856.88,110475.4,115937.3,115992.0,117248.8,16.50
rand_0941.stp,66112.37,66164.68,87054.4,160362.4,173508.5,173678.6,196205.7,196347.7,319836.2,319978.4,335844.4,351039.3,9.58
rand_0942.stp,31145.96,31161.38,42277.63,70177.69,70301.06,74339.22,91314.97,91324.03,139991.6,141041.5,142107.0,142420.7,10.72
rand_0943.stp,23830.71,23879.13,33255.62,47681.95,47722.89,57273.03,70490.39,70506.14,91969.9,97191.91,97404.97,99474.99,12.73
rand_0944.stp,26437.17,26446.33,36570.88,47031.13,47050.23,60422.67,74561.38,74594.18,90338.14,98199.19,99591.08,99927.65,13.16
rand_0945.stp,24934.11,24955.12,34161.43,47310.21,47353.93,57750.17,71276.64,71346.02,92132.13,99536.59,99601.0,100385.3,11.43
rand_0946.stp,68720.39,72140.68,89170.19,161054.3,172252.7,174183.1,197599.0,200343.4,315121.5,316227.9,334611.3,346352.9,8.36
rand_0947.stp,18087.91,18098.33,25264.84,33390.55,33442.2,41796.71,51812.87,51829.01,64357.28,69576.04,70004.99,70086.96,22.79
rand_0948.stp,16828.01,16836.19,23487.14,33729.78,33768.59,39827.06,49318.71,49374.92,65507.93,69012.94,69120.24,69473.24,17.57
rand_0949.stp,16975.1,17034.64,23539.35,33423.93,33473.6,39426.98,49026.88,49131.75,64931.18,68685.12,69164.98,69491.78,24.73
rand_0950.stp,36884.97,36901.95,50782.73,89856.36,91991.58,92088.51,111070.0,111075.0,176610.9,177811.5,177866.3,182015.9,12.98
rand_0951.stp,69786.24,69845.04,92708.17,168049.6,176000.8,176228.3,205999.9,206155.6,331901.6,331988.8,343501.2,357932.1,10.23
rand_0952.stp,16982.96,16985.77,23646.36,33717.07,33742.62,39962.34,49521.9,49590.75,65500.38,69380.21,69501.21,69649.58,20.67
rand_0953.stp,46400.69,49629.58,60503.5,109739.3,110958.8,124035.7,136880.0,140459.5,215735.8,225895.3,226700.1,228211.7,10.65
rand_0954.stp,93601.43,93644.48,121014.1,211665.1,211808.4,213744.2,260419.2,260632.8,403173.2,403876.3,421685.1,435307.9,6.99
rand_0955.stp,68339.95,68357.77,85453.48,183168.2,216905.8,217054.9,249576.2,249757.3,401027.7,401128.2,448899.6,481747.4,11.44
rand_0956.stp,27010.9,27347.78,37845.23,56200.89,56891.23,65244.13,79853.79,83844.26,110378.2,115515.5,115760.0,117984.0,13.11
rand_0957.stp,21881.52,21903.33,30361.74,40634.2,40725.15,50887.35,62858.26,63018.56,78009.42,84102.9,85215.02,85282.17,16.97
rand_0958.stp,35330.37,35378.57,47599.23,86069.0,90772.12,90913.67,104558.9,107125.9,172164.0,173658.5,174366.7,178668.6,14.61
rand_0959.stp,86723.4,86813.11,114048.7,206554.4,209706.4,209918.7,255996.4,256116.2,410782.8,410843.2,426212.4,434606.0,8.90
rand_0960.stp,29733.89,29749.11,40706.94,70464.63,70597.42,72602.83,89099.6,89173.57,139295.1,139495.6,139626.0,141238.8,12.38
rand_0961.stp,47459.35,47538.19,63174.43,108403.4,108451.7,113063.3,140536.4,140592.8,220966.3,223994.9,227666.9,227680.8,12.77
rand_0962.stp,51120.55,51152.53,67531.68,126877.2,134255.8,134490.2,157087.0,157139.5,262921.7,263284.0,269760.6,275490.4,12.15
rand_0963.stp,27399.92,27412.36,38109.79,56663.05,56797.07,65527.19,80448.33,80898.24,111336.0,115932.4,116310.6,117049.9,14.19
rand_0964.stp,30740.49,30747.94,41124.71,69627.13,69649.95,72492.39,88779.06,88974.59,138555.5,140611.4,142325.3,142663.5,9.60
rand_0965.stp,29482.75,29518.89,40413.4,70376.01,70445.83,72436.72,89068.14,89098.83,139438.3,139710.8,139886.1,141069.0,13.76
rand_0966.stp,71630.26,71669.0,94662.37,168944.0,175193.5,175316.9,205545.2,205648.9,326246.6,326405.2,336666.4,356121.4,11.57
rand_0967.stp,46556.71,46581.39,61628.31,109945.2,110117.2,111358.0,136707.7,136736.7,220305.4,222328.4,222509.9,222967.1,10.89
rand_0968.stp,67240.87,67302.88,88425.83,162457.8,175287.2,175524.8,198207.0,198258.5,321799.0,321831.9,337747.1,354274.7,8.30
rand_0969.stp,37434.77,37453.67,51751.68,91023.18,91472.45,92002.89,111322.2,111523.1,176567.0,179587.8,180274.9,180689.1,13.46
rand_0970.stp,17121.69,17133.09,23837.33,33591.81,33612.88,40196.34,49837.16,49853.69,65129.96,69513.18,69636.32,69811.38,18.91
rand_0971.stp,56385.17,56410.87,76037.83,136664.0,136846.8,137018.2,168094.0,168745.5,269982.5,273579.1,274919.9,275806.9,10.66
rand_0972.stp,21041.0,21051.89,29173.69,41054.39,41102.98,49624.89,61209.98,61229.43,78947.67,84616.18,84669.17,85360.25,14.41
rand_0973.stp,21837.16,21859.25,30109.51,40252.68,40564.42,50911.31,62853.86,62974.53,77963.94,84147.51,86077.26,86559.6,15.52
rand_0974.stp,27805.57,27821.4,37986.95,55958.82,55988.8,65127.82,80498.82,80526.23,110446.6,116418.7,116928.0,117030.6,12.67
rand_0975.stp,38224.73,38239.79,52326.52,91722.57,91795.39,92107.21,112892.2,112916.3,177197.5,179988.9,180115.0,182328.3,14.61
rand_0976.stp,72598.09,72689.0,92287.39,180850.7,206184.0,206554.6,224058.2,224543.2,378316.8,378516.0,416939.9,433438.3,8.50
rand_0977.stp,76542.61,76811.2,98385.49,189081.6,206359.3,208264.0,235247.3,241049.6,377598.1,395961.1,425572.2,435106.3,7.65
rand_0978.stp,58913.72,58954.86,79681.67,137444.4,137539.6,141112.8,173629.6,173644.9,272881.8,278814.6,279069.0,279450.5,10.95
rand_0979.stp,65413.2,65521.7,85680.86,160169.4,174692.7,175240.9,196030.5,197376.0,320269.4,321787.8,340923.9,354768.8,7.81
rand_0980.stp,61294.97,61377.24,80040.82,152640.5,174544.1,174695.6,186034.4,186490.8,311578.6,311669.3,333622.2,346987.8,12.90
rand_0981.stp,62974.52,63007.76,82602.5,155533.0,175316.4,175437.2,189351.7,189387.5,314688.5,314716.8,333341.1,347389.5,11.59
rand_0982.stp,62970.33,63036.13,83656.98,158197.9,176165.7,176465.6,194288.5,194385.0,325813.4,325884.0,341214.5,349544.0,9.80
rand_0983.stp,53713.35,53725.31,72327.78,110593.6,110669.1,123616.6,152263.0,152277.5,221826.0,225254.3,233798.7,233814.7,13.00
rand_0984.stp,40242.85,40289.61,55339.59,92813.48,92880.75,95913.88,117302.9,117344.5,179143.0,182628.9,182687.8,186459.6,10.32
rand_0985.stp,29534.19,29543.72,40936.75,56685.21,56773.16,69270.57,85241.59,85268.91,110604.9,117583.6,117652.1,118686.9,10.15
rand_0986.stp,32170.86,32202.01,44608.29,71066.27,71125.8,77317.25,94757.53,94767.07,140291.6,140477.6,140918.2,140999.6,12.70
rand_0987.stp,85503.8,85552.7,110019.8,201306.7,209540.8,209635.3,247148.0,247458.8,394274.8,394295.8,421003.3,435536.7,6.69
rand_0988.stp,31230.54,31245.92,42323.13,70060.67,70063.36,73900.25,90531.12,90553.06,138140.1,140004.6,140918.2,141152.5,12.96
rand_0989.stp,28705.78,28780.39,39325.5,56638.64,56915.0,66690.63,81709.66,82045.7,110835.2,116433.7,117243.3,117768.5,12.22
rand_0990.stp,58343.53,58818.94,78119.63,137394.4,137776.3,138355.8,169289.3,170504.7,268355.1,271168.2,271459.0,278386.9,9.06
rand_0991.stp,36839.47,36846.66,49949.4,89124.37,92093.67,92153.25,108617.9,108623.4,174439.4,176895.2,177036.2,179046.8,12.79
rand_0992.stp,29798.46,29818.94,40266.33,70176.96,70299.68,71649.23,87696.88,87706.49,137667.0,140396.4,140538.4,140899.4,12.26
rand_0993.stp,61961.59,62020.1,81364.38,154624.5,175124.7,175354.1,189043.3,189411.4,316213.7,317029.6,335859.5,347007.6,10.61
rand_0994.stp,88255.5,88439.14,115710.9,209417.0,212126.9,212449.4,258435.6,258576.1,412870.1,412998.6,428327.4,440514.1,7.60
rand_0995.stp,38404.37,38418.67,52124.29,91660.84,91915.75,92406.93,113404.5,113443.2,179418.5,183001.6,183158.2,183339.7,11.50
rand_0996.stp,17239.86,17242.25,23915.95,33344.11,33354.17,40018.81,49761.74,49781.32,64753.22,69192.53,69638.52,69658.54,18.21
rand_0997.stp,54853.81,54859.29,72790.52,131817.3,135043.7,135372.0,161564.0,161582.9,262941.7,263040.5,264933.4,274179.5,14.11
rand_0998.stp,27596.47,27601.75,38143.5,57391.87,57499.42,65656.11,80465.56,80470.02,112335.6,115777.1,115838.5,116333.3,13.11
rand_0999.stp,16468.57,16479.54,22991.72,33890.27,33929.29,39224.52,48539.66,48571.37,65961.12,68748.06,68869.87,69266.04,18.69
rand_1000.stp,79506.26,79547.33,102982.3,192793.0,206786.1,206989.0,239784.3,239845.1,393301.2,393497.6,421139.6,432081.1,11.12
